measure,location,sex,age,rei,year,val
YLDs (Years Lived with Disability),North Carolina,Male,80-84 years,Diet low in whole grains,2001,136.392876
YLDs (Years Lived with Disability),North Carolina,Male,40-44 years,Diet high in red meat,2001,41.53528891
YLDs (Years Lived with Disability),North Carolina,Female,85-89 years,Diet low in fruits,2001,20.35867599
YLDs (Years Lived with Disability),North Dakota,Male,95+ years,Diet low in fiber,2001,25.64189897
YLDs (Years Lived with Disability),North Dakota,Female,90-94 years,Diet high in sugar-sweetened beverages,2001,87.02791985
YLDs (Years Lived with Disability),Ohio,Male,60-64 years,Diet low in vegetables,2001,1.417007116
YLDs (Years Lived with Disability),Oklahoma,Male,85-89 years,Diet high in sugar-sweetened beverages,2001,108.0234101
YLDs (Years Lived with Disability),Oklahoma,Female,25-29 years,Diet low in vegetables,2001,0.067439023
YLDs (Years Lived with Disability),Oregon,Female,70-74 years,Diet high in sugar-sweetened beverages,2001,145.938918
YLDs (Years Lived with Disability),Oregon,Male,85-89 years,Diet low in fruits,2001,15.05809629
YLDs (Years Lived with Disability),Pennsylvania,Female,80-84 years,Diet high in sugar-sweetened beverages,2001,134.2062746
YLDs (Years Lived with Disability),Rhode Island,Male,60-64 years,Diet low in fruits,2001,33.00236695
YLDs (Years Lived with Disability),Rhode Island,Female,30-34 years,Diet high in red meat,2001,7.990094303
YLDs (Years Lived with Disability),Rhode Island,Male,30-34 years,Diet low in fiber,2001,0.856563027
YLDs (Years Lived with Disability),Rhode Island,Female,30-34 years,Diet high in processed meat,2001,16.35958016
YLDs (Years Lived with Disability),South Carolina,Female,75-79 years,Diet high in sugar-sweetened beverages,2001,162.9390984
YLDs (Years Lived with Disability),South Carolina,Male,95+ years,Diet high in processed meat,2001,375.8914069
YLDs (Years Lived with Disability),South Carolina,Female,70-74 years,Diet low in vegetables,2001,2.901095697
YLDs (Years Lived with Disability),South Carolina,Female,35-39 years,Diet low in vegetables,2001,0.250600696
YLDs (Years Lived with Disability),South Dakota,Female,35-39 years,Diet low in vegetables,2001,0.000577667
YLDs (Years Lived with Disability),Texas,Male,55-59 years,Diet low in fruits,2001,29.82790628
YLDs (Years Lived with Disability),Virginia,Male,60-64 years,Diet high in processed meat,2001,381.8734057
YLDs (Years Lived with Disability),Virginia,Female,80-84 years,Diet high in sugar-sweetened beverages,2001,149.430374
YLDs (Years Lived with Disability),Virginia,Female,35-39 years,Diet high in red meat,2001,18.54373663
YLDs (Years Lived with Disability),Washington,Male,25-29 years,Diet low in vegetables,2001,0.036706164
YLDs (Years Lived with Disability),Washington,Male,35-39 years,Diet high in processed meat,2001,31.73530117
YLDs (Years Lived with Disability),Washington,Male,60-64 years,Diet high in red meat,2001,156.0142943
YLDs (Years Lived with Disability),Wisconsin,Male,30-34 years,Diet high in sugar-sweetened beverages,2001,10.29785296
YLDs (Years Lived with Disability),Wyoming,Female,70-74 years,Diet low in whole grains,2001,79.37619157
YLDs (Years Lived with Disability),Wyoming,Male,55-59 years,Diet low in fiber,2001,9.093427575
YLDs (Years Lived with Disability),Wyoming,Female,30-34 years,Diet high in sugar-sweetened beverages,2001,9.915293769
YLDs (Years Lived with Disability),Wyoming,Male,25-29 years,Diet high in sugar-sweetened beverages,2001,4.224282054
YLDs (Years Lived with Disability),Alabama,Male,50-54 years,Diet high in red meat,2002,109.6581724
YLDs (Years Lived with Disability),Alabama,Female,40-44 years,Diet low in fiber,2002,4.976964527
YLDs (Years Lived with Disability),Alabama,Female,85-89 years,Diet high in red meat,2002,114.6410959
YLDs (Years Lived with Disability),Alabama,Female,35-39 years,Diet high in processed meat,2002,46.88523831
YLDs (Years Lived with Disability),Alaska,Female,95+ years,Diet low in whole grains,2002,72.8684594
YLDs (Years Lived with Disability),Alaska,Male,35-39 years,Diet low in fiber,2002,1.817802402
YLDs (Years Lived with Disability),Arizona,Male,75-79 years,Diet low in vegetables,2002,0.094686741
YLDs (Years Lived with Disability),Arkansas,Male,65-69 years,Diet low in vegetables,2002,3.248574787
YLDs (Years Lived with Disability),Colorado,Male,70-74 years,Diet low in fiber,2002,17.33686491
YLDs (Years Lived with Disability),Connecticut,Male,75-79 years,Diet high in processed meat,2002,489.7610048
YLDs (Years Lived with Disability),Connecticut,Female,55-59 years,Diet low in fruits,2002,15.16174914
YLDs (Years Lived with Disability),Delaware,Female,45-49 years,Diet high in sugar-sweetened beverages,2002,71.00348318
YLDs (Years Lived with Disability),Georgia,Female,60-64 years,Diet high in red meat,2002,155.6349243
YLDs (Years Lived with Disability),Georgia,Male,70-74 years,Diet low in whole grains,2002,149.2395866
YLDs (Years Lived with Disability),Georgia,Female,25-29 years,Diet high in red meat,2002,5.655403516
YLDs (Years Lived with Disability),Hawaii,Female,45-49 years,Diet high in processed meat,2002,91.53548521
YLDs (Years Lived with Disability),Indiana,Female,75-79 years,Diet high in sugar-sweetened beverages,2002,196.802226
YLDs (Years Lived with Disability),Indiana,Female,95+ years,Diet high in sugar-sweetened beverages,2002,94.60824242
YLDs (Years Lived with Disability),Indiana,Female,30-34 years,Diet low in fruits,2002,3.599188803
YLDs (Years Lived with Disability),Iowa,Female,65-69 years,Diet low in fruits,2002,38.40059114
YLDs (Years Lived with Disability),Iowa,Male,85-89 years,Diet low in fiber,2002,22.86485413
YLDs (Years Lived with Disability),Iowa,Female,80-84 years,Diet low in fiber,2002,22.7863045
YLDs (Years Lived with Disability),Kansas,Female,65-69 years,Diet low in fruits,2002,47.89288516
YLDs (Years Lived with Disability),Kansas,Female,35-39 years,Diet high in sugar-sweetened beverages,2002,23.09647479
YLDs (Years Lived with Disability),Kentucky,Female,65-69 years,Diet high in sugar-sweetened beverages,2002,191.0370268
YLDs (Years Lived with Disability),Kentucky,Male,35-39 years,Diet high in processed meat,2002,45.55912051
YLDs (Years Lived with Disability),Kentucky,Male,25-29 years,Diet high in sugar-sweetened beverages,2002,5.628255402
YLDs (Years Lived with Disability),Kentucky,Female,70-74 years,Diet low in whole grains,2002,113.3742209
YLDs (Years Lived with Disability),Louisiana,Male,60-64 years,Diet high in processed meat,2002,430.762657
YLDs (Years Lived with Disability),Louisiana,Female,35-39 years,Diet high in sugar-sweetened beverages,2002,28.84258388
YLDs (Years Lived with Disability),Louisiana,Female,35-39 years,Diet low in whole grains,2002,12.99047534
YLDs (Years Lived with Disability),Maine,Female,45-49 years,Diet low in fruits,2002,11.32613279
YLDs (Years Lived with Disability),Maine,Female,65-69 years,Diet low in whole grains,2002,88.06841645
YLDs (Years Lived with Disability),Maine,Female,25-29 years,Diet high in sugar-sweetened beverages,2002,6.368640698
YLDs (Years Lived with Disability),Maryland,Female,60-64 years,Diet high in red meat,2002,122.2796922
YLDs (Years Lived with Disability),Massachusetts,Female,40-44 years,Diet high in processed meat,2002,44.07650681
YLDs (Years Lived with Disability),Michigan,Female,25-29 years,Diet high in processed meat,2002,9.186717837
YLDs (Years Lived with Disability),Michigan,Male,25-29 years,Diet low in whole grains,2002,3.087382446
YLDs (Years Lived with Disability),Michigan,Male,55-59 years,Diet high in red meat,2002,139.2753138
YLDs (Years Lived with Disability),Minnesota,Male,90-94 years,Diet low in fiber,2002,29.664142
YLDs (Years Lived with Disability),Minnesota,Female,45-49 years,Diet high in processed meat,2002,75.00004672
YLDs (Years Lived with Disability),Mississippi,Female,45-49 years,Diet high in processed meat,2002,122.4039869
YLDs (Years Lived with Disability),Missouri,Female,40-44 years,Diet low in whole grains,2002,17.03455711
YLDs (Years Lived with Disability),Montana,Male,85-89 years,Diet high in red meat,2002,187.3677479
YLDs (Years Lived with Disability),Montana,Male,35-39 years,Diet high in sugar-sweetened beverages,2002,16.24016596
YLDs (Years Lived with Disability),Montana,Female,90-94 years,Diet high in processed meat,2002,255.7255612
YLDs (Years Lived with Disability),Montana,Female,35-39 years,Diet high in processed meat,2002,25.28414549
YLDs (Years Lived with Disability),Nebraska,Male,90-94 years,Diet high in processed meat,2002,419.285137
YLDs (Years Lived with Disability),Nevada,Female,30-34 years,Diet high in red meat,2002,9.770008201
YLDs (Years Lived with Disability),Nevada,Female,30-34 years,Diet low in fruits,2002,3.246965389
YLDs (Years Lived with Disability),New Hampshire,Male,85-89 years,Diet low in vegetables,2002,4.066171056
YLDs (Years Lived with Disability),New Hampshire,Male,40-44 years,Diet low in whole grains,2002,21.30670378
YLDs (Years Lived with Disability),New Hampshire,Female,95+ years,Diet low in whole grains,2002,71.79659377
YLDs (Years Lived with Disability),New Jersey,Female,45-49 years,Diet low in vegetables,2002,0.333997857
YLDs (Years Lived with Disability),North Carolina,Male,40-44 years,Diet low in fiber,2002,4.391144178
YLDs (Years Lived with Disability),North Dakota,Female,45-49 years,Diet low in vegetables,2002,0.243365935
YLDs (Years Lived with Disability),North Dakota,Male,75-79 years,Diet low in whole grains,2002,148.1420776
YLDs (Years Lived with Disability),North Dakota,Male,25-29 years,Diet high in sugar-sweetened beverages,2002,4.425167889
YLDs (Years Lived with Disability),North Dakota,Male,50-54 years,Diet high in sugar-sweetened beverages,2002,88.54338179
YLDs (Years Lived with Disability),Ohio,Female,75-79 years,Diet high in red meat,2002,215.4885302
YLDs (Years Lived with Disability),Ohio,Male,55-59 years,Diet high in sugar-sweetened beverages,2002,159.3017995
YLDs (Years Lived with Disability),Oklahoma,Female,80-84 years,Diet low in fiber,2002,26.90525381
YLDs (Years Lived with Disability),Oregon,Female,65-69 years,Diet high in processed meat,2002,301.9272569
YLDs (Years Lived with Disability),Oregon,Female,60-64 years,Diet low in fiber,2002,11.80414883
YLDs (Years Lived with Disability),Pennsylvania,Male,70-74 years,Diet high in red meat,2002,219.0049187
YLDs (Years Lived with Disability),Pennsylvania,Male,70-74 years,Diet low in vegetables,2002,3.705429219
YLDs (Years Lived with Disability),Pennsylvania,Female,25-29 years,Diet high in processed meat,2002,8.594022578
YLDs (Years Lived with Disability),Pennsylvania,Male,60-64 years,Diet low in vegetables,2002,2.770810682
YLDs (Years Lived with Disability),Rhode Island,Female,25-29 years,Diet high in sugar-sweetened beverages,2002,6.268338304
YLDs (Years Lived with Disability),South Carolina,Male,75-79 years,Diet low in fiber,2002,29.38778593
YLDs (Years Lived with Disability),South Dakota,Female,45-49 years,Diet low in fruits,2002,14.20022432
YLDs (Years Lived with Disability),South Dakota,Female,85-89 years,Diet low in fiber,2002,20.22881009
YLDs (Years Lived with Disability),South Dakota,Female,85-89 years,Diet low in vegetables,2002,0.758058439
YLDs (Years Lived with Disability),Tennessee,Female,70-74 years,Diet low in fiber,2002,22.16726479
YLDs (Years Lived with Disability),Tennessee,Female,40-44 years,Diet high in processed meat,2002,72.47609391
YLDs (Years Lived with Disability),Tennessee,Female,40-44 years,Diet high in sugar-sweetened beverages,2002,45.63082189
YLDs (Years Lived with Disability),Utah,Female,95+ years,Diet low in fiber,2002,17.25681975
YLDs (Years Lived with Disability),Utah,Female,85-89 years,Diet high in red meat,2002,115.0956041
YLDs (Years Lived with Disability),Vermont,Male,40-44 years,Diet high in sugar-sweetened beverages,2002,39.94333348
YLDs (Years Lived with Disability),Vermont,Male,30-34 years,Diet low in fruits,2002,2.862899472
YLDs (Years Lived with Disability),Vermont,Male,25-29 years,Diet high in sugar-sweetened beverages,2002,4.433815395
YLDs (Years Lived with Disability),Vermont,Male,95+ years,Diet low in fruits,2002,48.289611
YLDs (Years Lived with Disability),Virginia,Male,35-39 years,Diet high in processed meat,2002,38.77519886
YLDs (Years Lived with Disability),Virginia,Male,55-59 years,Diet high in processed meat,2002,292.4369121
YLDs (Years Lived with Disability),Virginia,Female,45-49 years,Diet high in processed meat,2002,103.1483488
YLDs (Years Lived with Disability),Virginia,Male,75-79 years,Diet low in fiber,2002,24.82581163
YLDs (Years Lived with Disability),Washington,Female,85-89 years,Diet low in whole grains,2002,87.26024862
YLDs (Years Lived with Disability),Washington,Male,35-39 years,Diet high in sugar-sweetened beverages,2002,22.31203818
YLDs (Years Lived with Disability),West Virginia,Male,60-64 years,Diet low in fruits,2002,38.98244122
YLDs (Years Lived with Disability),Alabama,Female,35-39 years,Diet low in whole grains,2003,14.72315126
YLDs (Years Lived with Disability),Alabama,Male,80-84 years,Diet high in processed meat,2003,510.3415653
YLDs (Years Lived with Disability),Alabama,Female,85-89 years,Diet high in red meat,2003,118.9141878
YLDs (Years Lived with Disability),Alaska,Female,50-54 years,Diet low in fiber,2003,12.89458191
YLDs (Years Lived with Disability),Alaska,Male,45-49 years,Diet low in fiber,2003,6.923869205
YLDs (Years Lived with Disability),Arizona,Male,45-49 years,Diet low in whole grains,2003,42.69984263
YLDs (Years Lived with Disability),California,Male,60-64 years,Diet high in processed meat,2003,334.1793608
YLDs (Years Lived with Disability),California,Male,40-44 years,Diet low in whole grains,2003,19.85029629
YLDs (Years Lived with Disability),California,Male,75-79 years,Diet low in fiber,2003,21.06999173
YLDs (Years Lived with Disability),Colorado,Male,30-34 years,Diet high in processed meat,2003,12.79579023
YLDs (Years Lived with Disability),Connecticut,Female,85-89 years,Diet low in fiber,2003,17.36948724
YLDs (Years Lived with Disability),Connecticut,Female,30-34 years,Diet high in red meat,2003,8.083642444
YLDs (Years Lived with Disability),District of Columbia,Female,95+ years,Diet high in processed meat,2003,218.4218716
YLDs (Years Lived with Disability),District of Columbia,Male,55-59 years,Diet high in processed meat,2003,218.8501711
YLDs (Years Lived with Disability),Georgia,Female,45-49 years,Diet low in fruits,2003,17.37317885
YLDs (Years Lived with Disability),Hawaii,Male,45-49 years,Diet high in red meat,2003,65.77060994
YLDs (Years Lived with Disability),Idaho,Male,50-54 years,Diet high in sugar-sweetened beverages,2003,82.3113343
YLDs (Years Lived with Disability),Idaho,Female,40-44 years,Diet low in whole grains,2003,14.4156902
YLDs (Years Lived with Disability),Illinois,Female,80-84 years,Diet low in fiber,2003,23.49536277
YLDs (Years Lived with Disability),Illinois,Female,55-59 years,Diet high in sugar-sweetened beverages,2003,124.7916541
YLDs (Years Lived with Disability),Indiana,Female,30-34 years,Diet low in vegetables,2003,0.12836336
YLDs (Years Lived with Disability),Iowa,Female,35-39 years,Diet high in processed meat,2003,32.8964261
YLDs (Years Lived with Disability),Iowa,Female,85-89 years,Diet low in vegetables,2003,3.569105231
